イベント日,アナスロ店舗名,平均G数,平均差枚,総台数,都道府県,一般並び(スロ),並び人数(スロ),土日
2023-02-18,スーパーDステーションガーデン前橋店,3779.215873015873,42.86349206349206,315,群馬県,113.0,88.0,1
2023-02-18,スーパーDステーション前橋大利根店,3621.9390581717453,-77.42382271468144,361,群馬県,127.0,36.0,1
2023-02-18,チャレンジャー野津田店,2902.7176470588233,-0.24411764705882352,340,東京都,177.0,22.0,1
2023-02-18,チャンピオン田名店,2280.8630952380954,-0.17857142857142858,168,神奈川県,16.0,32.0,1
2023-02-18,パラッツォ蕨店,4309.522033898305,-257.064406779661,295,埼玉県,38.0,192.0,1
2023-02-18,ビックマーチ西川田店,3737.0627906976742,-57.78604651162791,430,栃木県,57.0,149.0,1
2023-02-18,ビックマーチ高崎おおやぎ店,3568.753623188406,-169.43115942028984,552,群馬県,80.0,69.0,1
2023-02-18,ビックマーチ高崎おおやぎ店,3568.753623188406,-169.43115942028984,552,群馬県,80.0,69.0,1
2023-02-18,マルハン大山店,3661.3455497382197,29.319371727748692,191,東京都,27.0,81.0,1
2023-02-18,マルハン川口店,3775.8390410958905,74.65753424657534,292,埼玉県,17.0,99.0,1
2023-02-18,マルハン平塚店,4201.190871369295,-280.49792531120335,241,神奈川県,51.0,91.0,1
2023-02-18,マルハン相模原店,3468.190789473684,-73.35526315789474,304,神奈川県,32.0,20.0,1
2023-02-18,マルハン綾瀬上土棚店,3531.5945945945946,122.52252252252252,222,神奈川県,8.0,55.0,1
2023-02-18,マルハン鶴見店,5824.164893617021,-91.75531914893617,376,神奈川県,135.0,310.0,1
2023-02-18,マルハン鹿沼店,3707.1041666666665,30.416666666666668,240,栃木県,20.0,84.0,1
2023-02-18,メビウス西川口店,1813.5462962962963,-73.79629629629629,108,埼玉県,62.0,26.0,1
2023-02-18,第一プラザみずほ台店,3596.0106382978724,-35.67553191489362,188,埼玉県,50.0,71.0,1
2023-02-18,第一プラザ坂戸1000,3760.5411392405063,-77.81962025316456,316,埼玉県,81.0,163.0,1
2023-02-18,第一プラザ西浦和店,2827.2960526315787,-167.80921052631578,152,埼玉県,32.0,200.0,1
2023-02-19,SuperBOSS,3685.40625,-2.671875,256,栃木県,74.0,71.0,1
2023-02-19,キコーナ伊勢佐木店,2201.9587912087914,-121.25,364,神奈川県,65.0,70.0,1
2023-02-19,クリエ十日市場店,3241.8166666666666,-106.30833333333334,360,神奈川県,70.0,205.0,1
2023-02-19,ニュークラウン川越2号店,4788.3879781420765,-88.95628415300547,183,埼玉県,20.0,129.0,1
2023-02-19,パラッツォ川越店,3486.646875,-55.35625,320,埼玉県,97.0,182.0,1
2023-02-19,パラッツォ湘南台店,1859.4926829268293,-148.18536585365854,205,神奈川県,14.0,16.0,1
2023-02-19,パールショップともえ成田969,4966.57793764988,123.2062350119904,417,千葉県,143.0,190.0,1
2023-02-19,ビックマーチ宇都宮店,5992.168341708542,113.74120603015075,398,栃木県,86.0,388.0,1
2023-02-19,マルハンメガシティ横浜町田,4892.283730158731,-185.71428571428572,504,神奈川県,117.0,352.0,1
2023-02-19,マルハン前橋天川大島店,4051.6214689265535,1.1299435028248588,354,群馬県,196.0,118.0,1
2023-02-19,マルハン厚木店,4338.170305676856,-93.88646288209607,229,神奈川県,4.0,195.0,1
2023-02-19,マルハン習志野店,4715.660256410257,-202.8846153846154,312,千葉県,97.0,295.0,1
2023-02-19,マルハン館林店,2443.29,-95.0,200,群馬県,35.0,25.0,1
2023-02-19,ミリオン習志野店,2704.05625,-84.76875,160,千葉県,41.0,30.0,1
2023-02-19,第一プラザ西浦和店,3681.9802631578946,-52.01315789473684,152,埼玉県,82.0,60.0,1
2023-02-20,アサヒ2鹿島田店,4901.857142857143,-233.32857142857142,70,神奈川県,8.0,78.0,0
2023-02-21,KING,3081.697604790419,96.59880239520957,334,,,,0
2023-02-21,アビバアネックス・スクエア店,3585.359133126935,-170.21052631578948,323,神奈川県,51.0,218.0,0
2023-02-21,アビバ海老名店,3932.183908045977,-129.58333333333334,348,神奈川県,77.0,333.0,0
2023-02-21,アビバ関内,3387.85559566787,69.81949458483754,277,神奈川県,53.0,116.0,0
2023-02-21,ライブガーデン上尾スロット館,3276.281045751634,-59.30392156862745,306,埼玉県,40.0,143.0,0
2023-02-21,ライブガーデン佐野スロット店,2585.3424657534247,161.7579908675799,219,栃木県,18.0,62.0,0
2023-02-21,第一プラザみずほ台店,4123.132978723404,20.25,188,埼玉県,64.0,172.0,0
2023-02-22,PIA上野,5206.282352941176,148.46274509803922,255,東京都,59.0,425.0,0
2023-02-22,せんげん台DUO,4014.4324324324325,-132.981981981982,222,埼玉県,9.0,153.0,0
2023-02-22,グランキコーナ相模原店,7568.412416851441,270.1419068736142,451,神奈川県,117.0,981.0,0
2023-02-22,コンサートホール今泉店,3679.846994535519,319.09289617486337,183,栃木県,12.0,138.0,0
2023-02-22,サンパレス環七大杉店,3444.8555555555554,210.1925925925926,270,東京都,14.0,93.0,0
2023-02-22,ジュラク王子店,4104.435695538058,77.14698162729658,381,東京都,32.0,204.0,0
2023-02-22,ニュークラウン川越2号店,3353.1748633879783,-42.23497267759563,183,埼玉県,40.0,40.0,0
2023-02-22,パラッツォ船橋店,4910.536443148688,-16.183673469387756,343,千葉県,90.0,372.0,0
2023-02-22,パールショップともえセンター南店,2696.134351145038,-101.58167938931298,655,神奈川県,38.0,208.0,0
2023-02-22,パールショップともえ川越店,2582.4405405405405,-121.78378378378379,370,埼玉県,20.0,105.0,0
2023-02-22,ピーアーク相模原,3322.438016528926,,363,神奈川県,95.0,153.0,0
2023-02-22,ピーアーク相模大野,5163.187032418952,,401,神奈川県,57.0,440.0,0
2023-02-22,ピーアーク越谷,2884.003846153846,-215.28846153846155,260,埼玉県,72.0,58.0,0
2023-02-22,マルハン川崎桜本店,4255.747222222222,-186.66666666666666,360,神奈川県,33.0,38.0,0
2023-02-22,マルハン茅ヶ崎店,5812.86,617.5,200,神奈川県,30.0,214.0,0
2023-02-22,中山ZoRoN,2431.337121212121,-153.62878787878788,264,神奈川県,30.0,76.0,0
2023-02-23,SuperBOSS,3622.3515625,-187.87890625,256,栃木県,51.0,68.0,0
2023-02-23,アスカ狭山店,2053.3947368421054,-102.29385964912281,228,埼玉県,64.0,27.0,0
2023-02-23,アムディ野田,1738.0916666666667,-148.74166666666667,240,千葉県,50.0,64.0,0
2023-02-23,チャレンジャー野津田店,2877.176470588235,-109.95294117647059,340,東京都,180.0,34.0,0
2023-02-23,パラッツォ川越店,2488.86875,-68.13125,320,埼玉県,16.0,50.0,0
2023-02-23,マルハンメガシティ横浜町田,5084.015873015873,-266.26984126984127,504,神奈川県,75.0,386.0,0
2023-02-23,ミリオン習志野店,3806.0375,95.8,320,千葉県,62.0,119.0,0
2023-02-23,ミリオン習志野店,3806.0375,95.8,320,千葉県,62.0,119.0,0
2023-02-23,ライブガーデン幸手権現堂,2842.342857142857,-175.19285714285715,280,埼玉県,38.0,81.0,0
2023-02-24,SuperBOSS,2561.06640625,-49.66796875,256,栃木県,35.0,31.0,0
2023-02-24,ジアス上大岡,4434.01593625498,-67.15139442231076,251,神奈川県,48.0,41.0,0
2023-02-24,パールショップともえ稲毛長沼店,3469.8574380165287,-187.36776859504133,484,千葉県,60.0,501.0,0
2023-02-24,ビックディッパー門前仲町店,2355.9,192.37857142857143,140,東京都,8.0,40.0,0
2023-02-24,リッチランド,1953.0035211267605,7.591549295774648,284,神奈川県,16.0,25.0,0
2023-02-24,出玉王田無店,3494.29,114.74,300,東京都,18.0,185.0,0
2023-02-25,123横浜西口店,7207.668674698795,,332,神奈川県,32.0,583.0,1
2023-02-25,ARROW平塚店,4286.908045977011,39.99616858237548,261,神奈川県,50.0,83.0,1
2023-02-25,BIGBOSS1000,5522.102209944751,-243.05524861878453,362,栃木県,147.0,128.0,1
2023-02-25,WonderBOSS,3470.6739130434785,52.744565217391305,184,栃木県,28.0,33.0,1
2023-02-25,みずほ台UNO,3473.442857142857,47.15238095238095,210,埼玉県,61.0,50.0,1
2023-02-25,エスパス日拓溝の口駅前新館,4130.263736263736,94.87179487179488,273,神奈川県,26.0,75.0,1
2023-02-25,パラッツォ蕨店,3559.827118644068,-25.298305084745763,295,埼玉県,92.0,136.0,1
2023-02-25,パラッツォ赤坂店,1490.2878048780487,-5.4731707317073175,205,埼玉県,10.0,6.0,1
2023-02-25,パールショップともえセンター南店,3929.5435114503816,-209.46106870229008,655,神奈川県,120.0,193.0,1
2023-02-25,マルハン上里店,3821.3022388059703,-93.28358208955224,268,埼玉県,68.0,114.0,1
2023-02-25,マルハン入間店,3901.1222222222223,119.25925925925925,270,埼玉県,70.0,83.0,1
2023-02-25,マルハン大山店,3213.214659685864,-207.32984293193718,191,東京都,22.0,68.0,1
2023-02-25,マルハン平沢店,3259.295,-66.5,200,神奈川県,34.0,52.0,1
2023-02-25,マルハン深谷店,2725.1,110.55555555555556,180,埼玉県,16.0,47.0,1
2023-02-25,ライブガーデン栃木本店,6461.6107142857145,273.88928571428573,280,栃木県,77.0,272.0,1
2023-02-25,三ノ輪UNO,2987.9552845528456,-91.8048780487805,246,東京都,73.0,28.0,1
2023-02-25,上尾UNO,3096.1458333333335,-36.666666666666664,336,埼玉県,44.0,100.0,1
2023-02-25,上福岡UNO,3913.633333333333,-92.97222222222223,180,埼玉県,48.0,57.0,1
2023-02-25,中山UNO,3520.258536585366,-1.9560975609756097,205,神奈川県,28.0,37.0,1
2023-02-25,仙川UNO,4165.180327868852,-97.3879781420765,183,東京都,30.0,44.0,1
2023-02-25,北越谷UNO,2873.8048780487807,24.28780487804878,205,埼玉県,43.0,17.0,1
2023-02-25,南柏UNO,3703.478672985782,-101.50236966824644,211,千葉県,36.0,31.0,1
2023-02-25,新橋UNO,3822.5714285714284,24.608294930875577,217,東京都,33.0,40.0,1
2023-02-25,本八幡UNO,4281.135135135135,-312.5735735735736,333,千葉県,119.0,88.0,1
2023-02-25,清瀬UNO,2714.1582278481014,-116.98101265822785,158,東京都,27.0,13.0,1
2023-02-25,秋葉原UNO,3846.299492385787,3.2436548223350252,197,東京都,7.0,82.0,1
2023-02-25,稲毛海岸UNO,2425.50643776824,82.12446351931331,233,千葉県,40.0,12.0,1
2023-02-25,第一プラザみずほ台店,3705.281914893617,114.2127659574468,188,埼玉県,56.0,92.0,1
2023-02-25,鶴見UNO,3089.9217081850534,-46.67615658362989,281,神奈川県,25.0,37.0,1
2023-02-26,クリエ十日市場店,2259.2527777777777,-211.175,360,神奈川県,30.0,21.0,1
2023-02-26,ジャムフレンドクラブ朝霞店,5431.823529411765,469.2142857142857,238,埼玉県,128.0,593.0,1
2023-02-26,スーパーライブガーデン小山喜沢店,6110.942446043166,186.89448441247004,417,栃木県,70.0,682.0,1
2023-02-26,パラッツォ湘南台店,2274.458536585366,-224.70731707317074,205,神奈川県,22.0,26.0,1
2023-02-26,パールショップともえ富里802,5096.826086956522,-171.21428571428572,322,千葉県,120.0,370.0,1
2023-02-26,パールショップともえ成田969,5288.529976019185,-112.78896882494004,417,千葉県,168.0,172.0,1
2023-02-26,ビックマーチ西川田店,4449.060465116279,-128.39302325581394,430,栃木県,97.0,231.0,1
2023-02-26,マルハン厚木店,4239.611353711791,-68.5589519650655,229,神奈川県,5.0,250.0,1
2023-02-26,ミリオン習志野店,2994.14375,-315.43125,160,千葉県,36.0,36.0,1
2023-02-26,ライブガーデン野木,5954.51171875,-34.19140625,256,栃木県,50.0,230.0,1
2023-02-26,第一プラザ霞ヶ関店,4085.2785714285715,-135.18571428571428,140,埼玉県,54.0,65.0,1
2023-02-27,PIA上野,4627.392156862745,301.25098039215686,255,東京都,55.0,307.0,0
2023-02-27,グランキコーナ相模原店,5471.791574279379,-85.77605321507761,902,神奈川県,55.0,310.0,0
2023-02-27,グランキコーナ相模原店,5471.791574279379,-85.77605321507761,902,神奈川県,55.0,308.0,0
2023-02-27,ジュラク王子店,3078.1128608923887,8.097112860892388,381,東京都,20.0,73.0,0
2023-02-27,パールショップともえセンター南店,3977.625954198473,20.763358778625953,655,神奈川県,100.0,335.0,0
2023-02-27,ライブガーデン鹿沼グランドシティ,3387.6388059701494,25.292537313432835,335,栃木県,69.0,103.0,0
2023-02-28,アスカ狭山店,2874.934210526316,-104.4342105263158,228,埼玉県,40.0,81.0,0
2023-02-28,エクスアリーナ東京,3904.860416666667,133.77083333333334,480,東京都,73.0,260.0,0
2023-02-28,コンパル橋本,4973.23178807947,-103.23178807947019,151,神奈川県,25.0,194.0,0
2023-02-28,ジュラク王子店,4707.800524934383,87.80839895013123,381,東京都,28.0,307.0,0
2023-02-28,チャンピオン田名店,2116.8630952380954,-108.42857142857143,168,神奈川県,12.0,25.0,0
2023-02-28,マルハン前橋インター店,3619.833759590793,184.3989769820972,391,群馬県,81.0,127.0,0
2023-02-28,マルハン綾瀬上土棚店,1943.4414414414414,59.45945945945946,222,神奈川県,7.0,9.0,0
2023-03-01,アビバ海老名店,3433.6637931034484,-50.64942528735632,348,神奈川県,65.0,206.0,0
2023-03-01,アビバ湘南台店,3481.0998003992017,-108.31337325349301,501,神奈川県,70.0,250.0,0
2023-03-01,アビバ関内,3023.5956678700363,-92.65342960288808,277,神奈川県,61.0,91.0,0
2023-03-01,パールショップともえ7G・E・T葉山,2190.6677215189875,,632,千葉県,3.0,108.0,0
2023-03-01,パールショップともえ7G・E・T葉山,2190.6677215189875,,632,千葉県,3.0,108.0,0
2023-03-01,パールショップともえセンター南店,3008.914503816794,6.4931297709923665,655,神奈川県,52.0,128.0,0
2023-03-01,パールショップともえ川越店,1984.7108108108107,-99.68648648648649,370,埼玉県,14.0,100.0,0
2023-03-01,マルハンメガシティ横浜町田,5788.916666666667,173.015873015873,504,神奈川県,73.0,578.0,0
2023-03-01,マルハン伊勢崎店,3687.409638554217,-71.08433734939759,332,群馬県,70.0,138.0,0
2023-03-01,マルハン平塚店,5623.01244813278,165.97510373443984,241,神奈川県,44.0,258.0,0
2023-03-01,マルハン都筑店,4245.683870967742,-74.19354838709677,310,神奈川県,40.0,201.0,0
2023-03-01,第一プラザみずほ台店,3974.686170212766,116.70212765957447,188,埼玉県,58.0,142.0,0
2023-03-02,アサヒ2鹿島田店,6405.4,236.9,70,神奈川県,14.0,76.0,0
2023-03-02,サンパレス環七大杉店,3315.014598540146,64.32481751824818,274,東京都,46.0,95.0,0
2023-03-03,MGM小山本郷店,2746.5416666666665,52.87222222222222,360,栃木県,36.0,57.0,0
2023-03-03,PIA京急川崎,4215.351449275362,-366.84420289855075,276,神奈川県,20.0,140.0,0
2023-03-03,PIA川崎ダイス,5239.088235294118,-241.69934640522877,306,神奈川県,40.0,83.0,0
2023-03-03,アムディ野田,1599.775,147.40833333333333,240,千葉県,23.0,41.0,0
2023-03-03,キコーナ伊勢佐木店,2065.239010989011,-69.67032967032966,364,神奈川県,65.0,90.0,0
2023-03-03,グランキコーナ相模原店,7559.751662971175,135.93569844789357,902,神奈川県,108.0,1450.0,0
2023-03-03,グランキコーナ相模原店,7559.751662971175,135.93569844789357,902,神奈川県,108.0,1450.0,0
2023-03-03,ジアスセンター南,1799.3601895734598,61.5781990521327,211,神奈川県,7.0,10.0,0
2023-03-03,ジアス上大岡,3658.804780876494,-236.12350597609563,251,神奈川県,33.0,24.0,0
2023-03-03,パラッツォ川越店,1792.70625,-80.853125,320,埼玉県,31.0,32.0,0
2023-03-03,パールショップともえセンター南店,2942.15572519084,-62.90381679389313,655,神奈川県,77.0,200.0,0
2023-03-03,パールショップともえ川越店,2022.0648648648648,44.83513513513513,370,埼玉県,20.0,78.0,0
2023-03-03,パールショップともえ市原店,2430.4603658536585,107.97560975609755,328,千葉県,10.0,171.0,0
2023-03-03,ピーアーク越谷,2681.673076923077,-17.26923076923077,260,埼玉県,39.0,33.0,0
2023-03-03,マルハンメガシティ横浜町田,3881.0515873015875,-188.4920634920635,504,神奈川県,46.0,170.0,0
2023-03-03,マルハン上里店,2400.783582089552,-10.074626865671641,268,埼玉県,39.0,59.0,0
2023-03-03,マルハン黒磯店,2682.53125,-68.75,160,栃木県,20.0,85.0,0
2023-03-03,ライブガーデン幸手権現堂,2407.7214285714285,-50.925,280,埼玉県,36.0,60.0,0
2023-03-04,Dステーション太田矢島店,4521.943609022556,-113.06390977443608,266,群馬県,96.0,86.0,1
2023-03-04,KING,3538.622754491018,164.5868263473054,334,,,,1
2023-03-04,SuperBOSS,3286.15234375,-146.10546875,256,栃木県,80.0,41.0,1
2023-03-04,クリエ十日市場店,2380.136111111111,-64.03055555555555,360,神奈川県,22.0,27.0,1
2023-03-04,スーパーDステーション大間々店,3690.5551839464883,-79.95317725752508,299,群馬県,82.0,73.0,1
2023-03-04,パラッツォ志津店,2641.6666666666665,-181.71794871794873,273,千葉県,32.0,40.0,1
2023-03-04,パラッツォ蕨店,4315.189830508474,-2.169491525423729,295,埼玉県,112.0,243.0,1
2023-03-04,ピーアーク千葉駅前,3862.504672897196,-100.95638629283489,321,千葉県,23.0,44.0,1
2023-03-04,マルハン入間店,3685.1444444444446,157.40740740740742,270,埼玉県,71.0,65.0,1
2023-03-04,マルハン厚木北店,5717.877192982456,-105.84795321637426,342,神奈川県,233.0,244.0,1
2023-03-04,マルハン大山店,2914.8260869565215,25.120772946859905,207,東京都,25.0,40.0,1
2023-03-04,マルハン川口店,3904.455479452055,-2.0547945205479454,292,埼玉県,17.0,92.0,1
2023-03-04,マルハン鶴見店,6208.840425531915,-7.9787234042553195,376,神奈川県,188.0,347.0,1
2023-03-04,メビウス西川口店,2063.6388888888887,-132.25925925925927,108,埼玉県,42.0,24.0,1
2023-03-04,リッチランド,3349.507042253521,45.63380281690141,568,神奈川県,25.0,88.0,1
2023-03-04,リッチランド,3349.507042253521,45.63380281690141,568,神奈川県,14.0,88.0,1
2023-03-04,第一プラザみずほ台店,3681.6702127659573,-109.3563829787234,188,埼玉県,70.0,84.0,1
2023-03-05,123横浜西口店,6778.186746987952,,332,神奈川県,98.0,600.0,1
2023-03-05,WonderBOSS,3655.7934782608695,19.695652173913043,184,栃木県,24.0,54.0,1
2023-03-05,アスカ狭山店,2838.1973684210525,4.732456140350878,228,埼玉県,33.0,78.0,1
2023-03-05,エスパス日拓溝の口駅前新館,2581.5018315018315,22.344322344322343,273,神奈川県,50.0,75.0,1
2023-03-05,オータ川島店,3383.4813084112147,-100.3177570093458,214,埼玉県,21.0,135.0,1
2023-03-05,パラッツォ三郷中央店,3138.0326923076923,-159.2673076923077,520,埼玉県,90.0,158.0,1
2023-03-05,パラッツォ蕨店,3153.6033898305086,-214.0,295,埼玉県,67.0,56.0,1
2023-03-05,ピーアークおゆみ野,4088.816091954023,-43.64942528735632,174,千葉県,36.0,99.0,1
2023-03-05,マルハン厚木店,4356.052401746725,-96.94323144104804,229,神奈川県,0.0,237.0,1
2023-03-05,ライブガーデン栃木本店,6298.857142857143,-60.128571428571426,280,栃木県,22.0,438.0,1
2023-03-05,ヴィーナス東金店,1723.26875,-132.4875,160,千葉県,16.0,16.0,1
2023-03-05,楽園川崎店,4375.68909512761,-158.51508120649652,431,神奈川県,49.0,76.0,1
2023-03-06,ジャムフレンドクラブ朝霞店,5429.710084033613,260.5882352941176,238,埼玉県,94.0,484.0,0
2023-03-06,パールショップともえ7G・E・T葉山,936.0601265822785,,316,千葉県,7.0,6.0,0
2023-03-06,パールショップともえ富里802,4194.229813664596,-85.77329192546584,322,千葉県,75.0,206.0,0
2023-03-06,パールショップともえ成田969,4890.52278177458,,417,千葉県,110.0,181.0,0
2023-03-06,ミリオン習志野店,2169.475,-200.01875,160,千葉県,24.0,8.0,0
2023-03-06,ライブガーデン佐野スロット店,2021.5315315315315,31.765765765765767,222,栃木県,10.0,47.0,0
2023-03-07,PIA上野,5090.717647058824,352.84313725490193,255,東京都,67.0,403.0,0
2023-03-07,グランキコーナ相模原店,5361.283813747228,-37.09534368070953,902,神奈川県,65.0,356.0,0
2023-03-07,グランキコーナ相模原店,5361.283813747228,-37.09534368070953,902,神奈川県,65.0,356.0,0
2023-03-07,ジュラク王子店,2873.4304461942256,23.664041994750654,381,東京都,19.0,79.0,0
2023-03-07,パールショップともえセンター南店,3289.1114503816793,-37.516030534351145,655,神奈川県,77.0,316.0,0
2023-03-07,パールショップともえ松戸店,1755.8271028037384,-30.05373831775701,428,千葉県,16.0,60.0,0
2023-03-07,マルハン深谷店,2659.3055555555557,18.333333333333332,180,埼玉県,28.0,77.0,0
2023-03-07,ライブガーデン鹿沼グランドシティ,3196.7671641791044,32.50149253731343,335,栃木県,42.0,94.0,0
2023-03-07,王子龍龍,1982.1809815950921,138.33128834355827,326,東京都,24.0,38.0,0
2023-03-08,アスカ熊谷店,2992.0871794871796,37.6051282051282,195,埼玉県,25.0,61.0,0
2023-03-08,アスカ狭山店,3181.2938596491226,127.79385964912281,228,埼玉県,48.0,98.0,0
2023-03-08,エクスアリーナ東京,3880.7208333333333,108.03958333333334,480,東京都,83.0,262.0,0
2023-03-08,ジュラク王子店,5335.44094488189,195.9501312335958,381,東京都,36.0,445.0,0
2023-03-08,チャンピオン田名店,2445.6130952380954,-202.21428571428572,168,神奈川県,16.0,30.0,0
2023-03-08,マルハン綾瀬上土棚店,1852.518018018018,201.35135135135135,222,神奈川県,3.0,7.0,0
2023-03-09,DステーションWAKO鹿島店,4676.982683982684,248.21645021645023,231,茨城県,88.0,100.0,0
2023-03-09,SuperBOSS,2029.15234375,-25.875,256,栃木県,43.0,11.0,0
2023-03-09,クリエ十日市場店,2620.9055555555556,-113.74444444444444,360,神奈川県,35.0,170.0,0
2023-03-09,ニュークラウン川越2号店,4032.4754098360654,103.74863387978142,183,埼玉県,30.0,70.0,0
2023-03-09,パラッツォ川越店,1834.909375,-239.903125,320,埼玉県,10.0,55.0,0
2023-03-09,パールショップともえ成田969,3928.9328537170263,,417,千葉県,93.0,134.0,0
2023-03-09,マルハン上里店,1811.8731343283582,6.7164179104477615,268,埼玉県,85.0,36.0,0
2023-03-09,ミリオン習志野店,2128.1375,-64.30625,160,千葉県,38.0,13.0,0
2023-03-09,ライブガーデン幸手権現堂,2306.6857142857143,-35.41428571428571,280,埼玉県,36.0,47.0,0
2023-03-10,KING,2011.1586826347304,66.73952095808383,334,,,,0
2023-03-10,マルハン前橋インター店,3838.452685421995,151.4066496163683,391,群馬県,65.0,118.0,0
2023-03-11,Dステーション沼田総本店,2977.7971698113206,-230.02830188679246,212,群馬県,146.0,50.0,1
2023-03-11,アビバアネックス・スクエア店,4537.622291021672,204.44582043343652,323,神奈川県,99.0,324.0,1
2023-03-11,アビバ海老名店,4727.8448275862065,20.554597701149426,348,神奈川県,120.0,337.0,1
2023-03-11,アビバ湘南台店,4562.706586826347,-226.86626746506985,501,神奈川県,210.0,440.0,1
2023-03-11,アビバ鶴見店,3918.6271186440677,-239.68926553672316,177,神奈川県,34.0,155.0,1
2023-03-11,クリエ十日市場店,2142.988888888889,-2.013888888888889,360,神奈川県,19.0,22.0,1
2023-03-11,クリエ湘南台店,2468.6225,-172.1275,400,神奈川県,18.0,23.0,1
2023-03-11,グランキコーナ相模原店,7539.827050997783,170.2039911308204,451,神奈川県,108.0,1136.0,1
2023-03-11,グランドホール金目店,2981.9251336898396,-192.59893048128342,187,神奈川県,18.0,19.0,1
2023-03-11,サンパレス環七大杉店,3018.5036496350367,41.215328467153284,274,東京都,75.0,26.0,1
2023-03-11,ジュラク王子店,4635.09186351706,78.8477690288714,381,東京都,54.0,245.0,1
2023-03-11,スーパーDステーション金古店,4615.024242424242,61.85757575757576,330,群馬県,211.0,106.0,1
2023-03-11,スーパーDステーション鴻巣店,3474.4469273743016,-144.94692737430168,358,埼玉県,59.0,127.0,1
2023-03-11,ビックマーチ真岡店,2695.1583333333333,-66.44166666666666,240,栃木県,41.0,28.0,1
2023-03-11,ピーアーク相模原,3923.154269972452,,363,神奈川県,104.0,167.0,1
2023-03-11,ピーアーク相模大野,4882.416458852867,,401,神奈川県,79.0,375.0,1
2023-03-11,マルハン伊勢崎店,4159.94578313253,-161.14457831325302,332,群馬県,70.0,139.0,1
2023-03-11,マルハン入間店,3680.751851851852,-176.2962962962963,270,埼玉県,45.0,72.0,1
2023-03-11,マルハン厚木北店,5142.222222222223,56.72514619883041,342,神奈川県,149.0,230.0,1
2023-03-11,マルハン大山店,3231.5219298245615,-150.43859649122808,228,東京都,21.0,87.0,1
2023-03-11,マルハン川口店,3991.2294520547944,-130.13698630136986,292,埼玉県,40.0,115.0,1
2023-03-11,マルハン相模原店,4401.190789473684,-66.77631578947368,304,神奈川県,22.0,15.0,1
2023-03-11,メビウス西川口店,1617.1203703703704,-149.77777777777777,108,埼玉県,74.0,37.0,1
2023-03-11,北上尾UNO,1915.9574468085107,178.35106382978722,188,埼玉県,10.0,47.0,1
2023-03-11,楽園溝の口店,5573.757575757576,-27.03787878787879,264,神奈川県,132.0,105.0,1
2023-03-11,第一プラザみずほ台店,5035.101063829788,211.2287234042553,188,埼玉県,60.0,266.0,1
2023-03-12,Dステーション渋川インター店,3553.0491071428573,-172.40625,224,群馬県,90.0,84.0,1
2023-03-12,MGM小山本郷店,3888.6111111111113,111.85277777777777,360,栃木県,80.0,85.0,1
2023-03-12,WonderBOSS,2671.4510869565215,-256.7282608695652,184,栃木県,15.0,23.0,1
2023-03-12,せんげん台DUO,3250.572727272727,-99.42272727272727,220,埼玉県,6.0,109.0,1
2023-03-12,サンパレス環七大杉店,4360.850364963504,214.96715328467153,274,東京都,63.0,222.0,1
2023-03-12,パラッツォ川越店,3777.390625,42.184375,320,埼玉県,105.0,175.0,1
2023-03-12,パラッツォ船橋店,4821.655976676385,-229.93002915451896,343,千葉県,174.0,340.0,1
2023-03-12,パールショップともえ富里802,5515.040372670807,289.7701863354037,322,千葉県,71.0,490.0,1
2023-03-12,ビックマーチ西川田店,3830.8767441860464,20.251162790697673,430,栃木県,91.0,229.0,1
2023-03-12,マルハン前橋天川大島店,3287.9887005649716,-180.7909604519774,354,群馬県,70.0,68.0,1
2023-03-12,マルハン厚木店,4609.017467248908,-70.74235807860262,229,神奈川県,1.0,231.0,1
2023-03-12,上尾UNO,3065.181818181818,-19.786833855799372,319,埼玉県,54.0,108.0,1
2023-03-13,アムディ野田,1450.0916666666667,53.0,240,千葉県,13.0,42.0,0
2023-03-13,キコーナ伊勢佐木店,1312.6593406593406,-95.26373626373626,364,神奈川県,28.0,35.0,0
2023-03-13,パールショップともえ川越店,2372.434903047091,-25.590027700831026,361,埼玉県,20.0,96.0,0
2023-03-13,ビックマーチ高崎おおやぎ店,4516.688405797101,234.59420289855072,276,群馬県,41.0,164.0,0
2023-03-13,マルハンメガシティ横浜町田,3839.4742063492063,-176.78571428571428,504,神奈川県,71.0,270.0,0
2023-03-13,マルハン前橋インター店,2865.3452685421994,-93.35038363171356,391,群馬県,21.0,50.0,0
2023-03-14,リッチランド,1808.3767605633802,-61.09507042253521,284,神奈川県,12.0,25.0,0
2023-03-14,出玉王田無店,3300.6466666666665,25.053333333333335,300,東京都,15.0,188.0,0
2023-03-15,PIA八王子,3158.6778242677824,63.62970711297071,478,東京都,65.0,41.0,0
2023-03-15,キコーナ鶴見店,1127.9015151515152,-155.3409090909091,132,神奈川県,10.0,15.0,0
2023-03-15,パラッツォ三郷中央店,2111.8653846153848,-57.503846153846155,520,埼玉県,13.0,35.0,0
2023-03-15,パラッツォ船橋店,3290.2798833819243,-327.93002915451893,343,千葉県,64.0,80.0,0
2023-03-15,ピーアークおゆみ野,3181.3505747126437,-118.16666666666667,174,千葉県,29.0,49.0,0
2023-03-15,ミリオン習志野店,1629.55625,73.89375,160,千葉県,22.0,13.0,0
2023-03-16,MGM小山本郷店,5079.25,95.99722222222222,360,栃木県,70.0,380.0,0
