イベント日,アナスロ店舗名,平均G数,平均差枚,総台数,都道府県,一般並び(スロ),並び人数(スロ),土日
2023-03-16,ジャムフレンドクラブ朝霞店,5366.13025210084,692.4495798319327,238,埼玉県,82.0,480.0,0
2023-03-16,ミリオン習志野店,1835.24375,-69.59375,160,千葉県,30.0,10.0,0
2023-03-17,PIA上野,4869.84705882353,306.01176470588234,255,東京都,72.0,360.0,0
2023-03-17,ZAP,4639.429487179487,-42.59615384615385,312,,,,0
2023-03-17,アミューズ千葉店,3484.343434343434,-146.55555555555554,495,千葉県,57.0,161.0,0
2023-03-17,グランキコーナ相模原店,5185.006651884701,-132.61862527716187,902,神奈川県,77.0,235.0,0
2023-03-17,グランキコーナ相模原店,5185.006651884701,-132.61862527716187,902,神奈川県,77.0,235.0,0
2023-03-17,ジアス上大岡,4528.154150197628,-109.85770750988142,253,神奈川県,29.0,188.0,0
2023-03-17,ジュラク王子店,2498.2703412073492,54.83202099737533,381,東京都,23.0,69.0,0
2023-03-17,パールショップともえセンター南店,3245.804580152672,-43.45038167938932,655,神奈川県,63.0,305.0,0
2023-03-17,パールショップともえ松戸店,1349.8457943925234,-10.698598130841122,428,千葉県,16.0,29.0,0
2023-03-17,マルハン都筑店,4794.2,239.67741935483872,310,神奈川県,60.0,360.0,0
2023-03-17,ライブガーデン野木,3331.1796875,45.875,256,栃木県,40.0,45.0,0
2023-03-17,ライブガーデン鹿沼グランドシティ,3143.283582089552,81.0686567164179,335,栃木県,35.0,85.0,0
2023-03-17,楽園南越谷店,2372.855670103093,-194.3298969072165,582,埼玉県,25.0,75.0,0
2023-03-17,楽園川崎店,2735.763341067285,-87.83062645011601,431,神奈川県,13.0,18.0,0
2023-03-17,王子龍龍,1790.9478527607362,57.18711656441718,326,東京都,3.0,45.0,0
2023-03-18,SuperBOSS,3016.78125,-158.953125,256,栃木県,22.0,30.0,1
2023-03-18,アスカ熊谷店,3632.74358974359,-189.1179487179487,195,埼玉県,65.0,115.0,1
2023-03-18,アビバ南足柄店,3852.641860465116,22.962790697674418,215,神奈川県,55.0,119.0,1
2023-03-18,エクスアリーナ東京,4630.4875,-12.270833333333334,480,東京都,107.0,291.0,1
2023-03-18,クリエ十日市場店,2125.2972222222224,-164.575,360,神奈川県,21.0,18.0,1
2023-03-18,スーパーDステーション上里店,3468.402255639098,-104.35338345864662,266,埼玉県,69.0,40.0,1
2023-03-18,スーパーライブガーデン小山喜沢店,4852.774580335731,-60.2589928057554,417,栃木県,150.0,152.0,1
2023-03-18,チャレンジャー野津田店,2795.3117647058825,-41.8,340,東京都,137.0,22.0,1
2023-03-18,チャンピオン田名店,2946.6726190476193,16.535714285714285,168,神奈川県,25.0,20.0,1
2023-03-18,パラッツォ蕨店,3872.75593220339,150.5186440677966,295,埼玉県,47.0,167.0,1
2023-03-18,パールショップともえ大和560,1609.1489361702127,141.96170212765958,470,神奈川県,12.0,53.0,1
2023-03-18,パールショップともえ大和560,1609.1489361702127,141.96170212765958,470,神奈川県,12.0,53.0,1
2023-03-18,パールショップともえ市原店,3268.579268292683,87.34451219512195,328,千葉県,99.0,117.0,1
2023-03-18,ビックマーチ宇都宮店,5124.640703517588,-65.44974874371859,398,栃木県,71.0,203.0,1
2023-03-18,ビックマーチ西川田店,4065.5162790697673,-51.35581395348837,430,栃木県,84.0,187.0,1
2023-03-18,ビックマーチ高崎おおやぎ店,3810.3985507246375,-218.93115942028984,276,群馬県,61.0,115.0,1
2023-03-18,ピーアーク谷塚,2838.6751592356686,-80.80254777070064,157,埼玉県,10.0,30.0,1
2023-03-18,マルハン入間店,4056.859259259259,55.55555555555556,270,埼玉県,85.0,79.0,1
2023-03-18,マルハン大山店,2599.2280701754385,63.59649122807018,228,東京都,12.0,56.0,1
2023-03-18,マルハン川口店,3628.208904109589,23.972602739726028,292,埼玉県,16.0,83.0,1
2023-03-18,マルハン平塚店,4345.232365145228,-269.29460580912865,241,神奈川県,35.0,127.0,1
2023-03-18,マルハン深谷店,2285.0333333333333,133.33333333333334,180,埼玉県,27.0,42.0,1
2023-03-18,マルハン綾瀬上土棚店,4292.644144144144,220.27027027027026,222,神奈川県,20.0,80.0,1
2023-03-18,マルハン鶴見店,5825.313829787234,150.0,376,神奈川県,123.0,309.0,1
2023-03-18,上尾UNO,2896.4545454545455,-19.115987460815045,319,埼玉県,20.0,84.0,1
2023-03-18,第一プラザみずほ台店,3421.1170212765956,98.3563829787234,188,埼玉県,65.0,71.0,1
2023-03-18,第一プラザ坂戸1000,3821.0425531914893,-76.94832826747721,329,埼玉県,86.0,148.0,1
2023-03-19,BIGBOSS1000,4494.113259668508,-53.26519337016575,362,栃木県,66.0,75.0,1
2023-03-19,SuperBOSS,3306.171875,25.24609375,256,栃木県,49.0,62.0,1
2023-03-19,ニュークラウン川越2号店,4746.0109289617485,36.02732240437158,183,埼玉県,30.0,125.0,1
2023-03-19,パラッツォ川越店,3204.0375,-202.109375,320,埼玉県,13.0,97.0,1
2023-03-19,パラッツォ湘南台店,1643.9512195121952,-138.77073170731708,205,神奈川県,11.0,15.0,1
2023-03-19,ビックマーチ宇都宮店,6647.74120603015,116.23869346733669,398,栃木県,71.0,466.0,1
2023-03-19,マルハンメガシティ横浜町田,4768.44246031746,-340.27777777777777,504,神奈川県,81.0,365.0,1
2023-03-19,マルハン上里店,4338.276119402985,222.38805970149255,268,埼玉県,76.0,285.0,1
2023-03-19,マルハン前橋インター店,4653.1202046035805,-83.63171355498721,391,群馬県,91.0,274.0,1
2023-03-19,マルハン厚木店,4263.611353711791,-159.3886462882096,229,神奈川県,3.0,180.0,1
2023-03-19,マルハン習志野店,4940.86217948718,-297.43589743589746,312,千葉県,80.0,277.0,1
2023-03-19,マルハン茅ヶ崎店,5035.827411167513,94.9238578680203,197,神奈川県,63.0,419.0,1
2023-03-19,ミリオン習志野店,3039.7375,-83.40625,160,千葉県,38.0,25.0,1
2023-03-19,楽園上永谷店,1803.31654676259,-26.755395683453237,139,神奈川県,5.0,4.0,1
2023-03-20,マルハン前橋インター店,4407.30179028133,-125.31969309462916,391,群馬県,52.0,180.0,0
2023-03-20,楽園川崎店,3693.4988399071926,-306.79814385150814,431,神奈川県,16.0,63.0,0
2023-03-21,アビバ海老名店,4772.066091954023,-188.04597701149424,348,神奈川県,150.0,466.0,0
2023-03-21,アビバ湘南台店,4312.73253493014,-130.76047904191617,501,神奈川県,52.0,550.0,0
2023-03-21,アビバ関内,4320.534296028881,-81.36462093862816,277,神奈川県,111.0,175.0,0
2023-03-21,クリエ十日市場店,2025.4444444444443,-155.08333333333334,360,神奈川県,31.0,28.0,0
2023-03-21,マルハン習志野店,4751.833333333333,-86.85897435897436,312,千葉県,37.0,232.0,0
2023-03-21,ライブガーデン上尾スロット館,3586.2418300653594,-65.72875816993464,306,埼玉県,25.0,134.0,0
2023-03-21,ライブガーデン佐野スロット店,3118.4504504504503,81.009009009009,222,栃木県,34.0,123.0,0
2023-03-21,第一プラザみずほ台店,4770.186170212766,-170.7127659574468,188,埼玉県,56.0,208.0,0
2023-03-22,グランキコーナ相模原店,7060.926829268293,-49.41019955654102,451,神奈川県,71.0,627.0,0
2023-03-22,サンパレス環七大杉店,2606.6569343065694,83.73357664233576,274,東京都,29.0,68.0,0
2023-03-22,ジュラク王子店,3397.9396325459315,74.59317585301837,381,東京都,15.0,155.0,0
2023-03-22,パールショップともえセンター南店,2489.642748091603,31.406106870229006,655,神奈川県,35.0,182.0,0
2023-03-22,ピーアーク相模原,2742.5371900826444,,363,神奈川県,37.0,91.0,0
2023-03-22,ピーアーク相模大野,4358.249376558603,,401,神奈川県,29.0,325.0,0
2023-03-22,マルハン川崎桜本店,2791.938888888889,-178.61111111111111,360,神奈川県,20.0,17.0,0
2023-03-22,マルハン茅ヶ崎店,5587.489898989899,225.25252525252526,198,神奈川県,24.0,204.0,0
2023-03-22,ライブガーデン上尾スロット館,3525.107843137255,102.04575163398692,306,埼玉県,15.0,162.0,0
2023-03-23,アムディ野田,1366.85,-0.4083333333333333,240,千葉県,24.0,48.0,0
2023-03-23,パールショップともえ川越店,2775.38904109589,-85.96986301369863,365,埼玉県,30.0,107.0,0
2023-03-23,ビックマーチ高崎おおやぎ店,2691.8333333333335,-152.2391304347826,276,群馬県,42.0,56.0,0
2023-03-23,マルハンメガシティ横浜町田,3657.4305555555557,-86.30952380952381,504,神奈川県,27.0,156.0,0
2023-03-23,マルハン前橋インター店,2880.687979539642,-163.68286445012788,391,群馬県,52.0,51.0,0
2023-03-24,パールショップともえ稲毛長沼店,2914.2520661157023,-117.38429752066116,484,千葉県,70.0,368.0,0
2023-03-24,ビックディッパー門前仲町店,2448.276595744681,-15.156028368794326,141,東京都,5.0,44.0,0
2023-03-24,リッチランド,1712.031690140845,-62.355633802816904,284,神奈川県,7.0,25.0,0
2023-03-24,出玉王田無店,2861.8633333333332,146.17666666666668,300,東京都,10.0,171.0,0
2023-03-24,楽園川崎店,3123.496519721578,-149.9002320185615,431,神奈川県,27.0,26.0,0
2023-03-24,第一プラザ霞ヶ関店,3526.3928571428573,27.7,140,埼玉県,35.0,125.0,0
2023-03-24,虹のある街北本店,1650.0333333333333,-113.24,150,埼玉県,20.0,35.0,0
2023-03-25,Dステーション伊勢崎店,3129.285714285714,-99.48412698412699,252,群馬県,58.0,24.0,1
2023-03-25,Dステーション富岡店,2965.0775862068967,-16.176724137931036,232,群馬県,77.0,27.0,1
2023-03-25,Dステーション館林店,3181.9194630872485,-282.6577181208054,298,群馬県,53.0,23.0,1
2023-03-25,せんげん台DUO,2468.3827751196172,2.9952153110047846,209,埼玉県,7.0,30.0,1
2023-03-25,キコーナ鶴見店,1605.8030303030303,-175.67424242424244,132,神奈川県,10.0,13.0,1
2023-03-25,スーパーDステーション大間々店,3739.03367003367,-84.04377104377105,297,群馬県,82.0,110.0,1
2023-03-25,チャレンジャー野津田店,3862.791176470588,103.41764705882353,340,東京都,246.0,75.0,1
2023-03-25,パラッツォ蕨店,3416.7084745762713,-236.59322033898306,295,埼玉県,20.0,127.0,1
2023-03-25,パラッツォ赤坂店,1461.3121951219512,-85.8390243902439,205,埼玉県,9.0,7.0,1
2023-03-25,パールショップともえセンター南店,3840.7358778625953,-36.5175572519084,655,神奈川県,103.0,306.0,1
2023-03-25,ビックマーチ真岡店,3175.782978723404,72.12340425531914,235,栃木県,35.0,24.0,1
2023-03-25,ビックマーチ西川田店,4886.4,-75.77674418604651,430,栃木県,101.0,258.0,1
2023-03-25,マルハン入間店,4300.266666666666,-23.333333333333332,270,埼玉県,79.0,109.0,1
2023-03-25,マルハン大山店,2597.7675438596493,253.94736842105263,228,東京都,15.0,48.0,1
2023-03-25,マルハン川口店,4554.332191780822,207.1917808219178,292,埼玉県,25.0,179.0,1
2023-03-25,マルハン平沢店,3480.255319148936,-221.80851063829786,188,神奈川県,39.0,76.0,1
2023-03-25,マルハン深谷店,2848.8166666666666,193.88888888888889,180,埼玉県,27.0,54.0,1
2023-03-25,マルハン茅ヶ崎店,4265.358585858586,8.585858585858587,198,神奈川県,28.0,68.0,1
2023-03-25,マルハン黒磯店,4279.13125,142.5,160,栃木県,10.0,20.0,1
2023-03-25,リッチランド,2414.43661971831,-90.7394366197183,284,神奈川県,14.0,18.0,1
2023-03-25,上尾UNO,2955.413043478261,-89.2111801242236,322,埼玉県,50.0,93.0,1
2023-03-25,上福岡UNO,3570.0765027322404,43.4207650273224,183,埼玉県,48.0,29.0,1
2023-03-25,中山UNO,3517.409756097561,-257.6292682926829,205,神奈川県,10.0,44.0,1
2023-03-25,北越谷UNO,3087.7602040816328,-174.1173469387755,196,埼玉県,57.0,21.0,1
2023-03-25,朝霞UNO,2128.271276595745,143.66489361702128,188,埼玉県,4.0,32.0,1
2023-03-25,第一プラザ西浦和店,3404.9473684210525,-338.5131578947368,152,埼玉県,28.0,127.0,1
2023-03-25,第一プラザ霞ヶ関店,3312.4714285714285,-144.52857142857144,140,埼玉県,50.0,43.0,1
2023-03-26,PIA八王子,3361.2301255230127,-175.18200836820083,478,東京都,120.0,56.0,1
2023-03-26,SuperBOSS,3606.07421875,-188.6171875,256,栃木県,26.0,45.0,1
2023-03-26,スーパーライブガーデン小山喜沢店,6066.194244604317,92.63549160671462,417,栃木県,87.0,724.0,1
2023-03-26,パールショップともえ7G・E・T葉山,1566.136075949367,-43.822784810126585,316,千葉県,11.0,10.0,1
2023-03-26,パールショップともえ成田969,4988.4268585131895,-222.09112709832135,417,千葉県,141.0,145.0,1
2023-03-26,マルハン前橋インター店,4922.067285382831,-53.596287703016245,431,群馬県,98.0,348.0,1
2023-03-26,マルハン厚木店,4491.406113537118,-44.97816593886463,229,神奈川県,3.0,193.0,1
2023-03-26,ミリオン習志野店,2407.2875,-299.2125,160,千葉県,15.0,20.0,1
2023-03-26,第一プラザ霞ヶ関店,3720.3214285714284,-82.27142857142857,140,埼玉県,45.0,76.0,1
2023-03-27,PIA上野,5004.572549019608,389.1843137254902,255,東京都,44.0,280.0,0
2023-03-27,アミューズ千葉店,3612.7737373737373,-67.77575757575758,495,千葉県,70.0,160.0,0
2023-03-27,グランキコーナ相模原店,5126.033259423503,-39.7760532150776,902,神奈川県,55.0,263.0,0
2023-03-27,グランキコーナ相模原店,5126.033259423503,-39.7760532150776,902,神奈川県,55.0,263.0,0
2023-03-27,ジュラク王子店,2562.7952755905512,-17.257217847769027,381,東京都,14.0,75.0,0
2023-03-27,パールショップともえセンター南店,3603.4702290076334,-24.83206106870229,655,神奈川県,25.0,228.0,0
2023-03-27,パールショップともえ松戸店,1468.4369158878505,5.313084112149533,428,千葉県,17.0,34.0,0
2023-03-27,ライブガーデン野木,4451.282352941176,60.082352941176474,255,栃木県,49.0,130.0,0
2023-03-27,ライブガーデン鹿沼グランドシティ,2794.3761194029853,-12.862686567164179,335,栃木県,26.0,77.0,0
2023-03-27,楽園川崎店,2751.5174013921114,-55.127610208816705,431,神奈川県,19.0,26.0,0
2023-03-27,王子龍龍,1946.0490797546013,130.48773006134968,326,東京都,9.0,32.0,0
2023-03-28,アスカ熊谷店,2884.0307692307692,42.48717948717949,195,埼玉県,18.0,71.0,0
2023-03-28,アスカ狭山店,2931.2368421052633,35.85526315789474,228,埼玉県,52.0,101.0,0
2023-03-28,エクスアリーナ東京,3819.2208333333333,-0.9125,480,東京都,50.0,227.0,0
2023-03-28,コンパル橋本,5121.099337748345,231.841059602649,151,神奈川県,30.0,195.0,0
2023-03-28,ジュラク王子店,4863.123359580052,201.50656167979002,381,東京都,29.0,328.0,0
2023-03-28,チャンピオン田名店,2385.3035714285716,-76.18452380952381,168,神奈川県,5.0,17.0,0
2023-03-28,マルハン相模原店,2965.5394736842104,-50.328947368421055,304,神奈川県,27.0,54.0,0
2023-03-28,マルハン綾瀬上土棚店,2263.0315315315315,-96.84684684684684,222,神奈川県,7.0,20.0,0
2023-03-28,楽園町田店,4143.77581120944,203.05309734513276,339,東京都,11.0,181.0,0
2023-03-29,SuperBOSS,2413.26171875,-117.75,256,栃木県,22.0,12.0,0
2023-03-29,ニュークラウン川越2号店,4301.267759562841,134.11475409836066,183,埼玉県,20.0,129.0,0
2023-03-29,パラッツォ川越店,2236.721875,-206.5375,320,埼玉県,26.0,56.0,0
2023-03-29,ビックマーチ高崎おおやぎ店,4022.032608695652,301.4166666666667,276,群馬県,30.0,145.0,0
2023-03-29,ピーアーク相模大野,3263.6758104738155,,401,神奈川県,47.0,123.0,0
2023-03-29,マルハンメガシティ横浜町田,3697.9206349206347,-230.75396825396825,504,神奈川県,48.0,188.0,0
2023-03-29,マルハン前橋天川大島店,2378.5508474576272,79.66101694915254,354,群馬県,50.0,37.0,0
2023-03-29,マルハン相模原店,2350.782894736842,96.71052631578948,304,神奈川県,27.0,59.0,0
2023-03-29,ミリオン習志野店,1862.9625,98.56875,160,千葉県,25.0,15.0,0
2023-03-29,楽園町田店,3905.5280235988203,74.36283185840708,339,東京都,8.0,161.0,0
2023-03-30,ピーアーク相模原,2010.3195592286502,,363,神奈川県,20.0,60.0,0
2023-03-30,ピーアーク相模大野,3858.8154613466336,,401,神奈川県,17.0,217.0,0
2023-03-31,ピーアーク相模大野,4587.783042394015,,401,神奈川県,36.0,359.0,0
2023-03-31,出玉王田無店,1979.0466666666666,79.36,300,東京都,22.0,98.0,0
2023-03-31,楽園川崎店,3239.5568445475637,-140.61020881670532,431,神奈川県,18.0,55.0,0
2023-04-01,SAP草加,4927.592233009709,-172.63349514563106,412,埼玉県,62.0,173.0,1
2023-04-01,WonderBOSS,3604.2445652173915,45.09239130434783,184,栃木県,20.0,52.0,1
2023-04-01,アビバアネックス・スクエア店,4742.145510835913,-23.294117647058822,323,神奈川県,118.0,430.0,1
2023-04-01,アビバ海老名店,5088.14367816092,-31.53448275862069,348,神奈川県,160.0,420.0,1
2023-04-01,アビバ湘南台店,4997.566866267465,-48.0499001996008,501,神奈川県,175.0,530.0,1
2023-04-01,アビバ鶴見店,5065.666666666667,-165.36723163841808,177,神奈川県,135.0,257.0,1
2023-04-01,スーパーDステーション大間々店,3405.6101694915255,79.23389830508475,295,群馬県,135.0,64.0,1
2023-04-01,パラッツォ志津店,2631.714285714286,-143.86080586080587,273,千葉県,15.0,29.0,1
2023-04-01,パラッツォ船橋店,3732.743440233236,-335.6793002915452,343,千葉県,153.0,79.0,1
2023-04-01,パラッツォ蕨店,4317.6169491525425,73.02372881355932,295,埼玉県,48.0,177.0,1
2023-04-01,パールショップともえセンター南店,4014.3954198473284,-31.06412213740458,655,神奈川県,68.0,276.0,1
2023-04-01,パールショップともえ川越店,2976.3051359516617,-137.3413897280967,331,埼玉県,92.0,65.0,1
2023-04-01,パールショップともえ成田969,3373.167865707434,-177.89208633093526,417,千葉県,68.0,35.0,1
2023-04-01,ビックマーチ西川田店,5943.309756097561,276.81951219512194,410,栃木県,119.0,390.0,1
2023-04-01,ピーアーク千葉駅前,3687.4952978056426,-251.78056426332287,319,千葉県,5.0,52.0,1
2023-04-01,ピーアーク越谷,2636.3230769230768,-314.9153846153846,260,埼玉県,47.0,29.0,1
2023-04-01,マルハン伊勢崎店,4645.9126506024095,-197.289156626506,332,群馬県,130.0,223.0,1
2023-04-01,マルハン倉賀野店,3285.255,124.5,200,群馬県,58.0,52.0,1
2023-04-01,マルハン入間店,3823.125925925926,50.74074074074074,270,埼玉県,65.0,100.0,1
2023-04-01,マルハン大山店,3429.0877192982457,121.49122807017544,228,東京都,32.0,116.0,1
2023-04-01,マルハン大間々店,2587.5263157894738,-267.29323308270676,266,群馬県,60.0,69.0,1
2023-04-01,マルハン川口店,4191.232876712329,-69.17808219178082,292,埼玉県,10.0,152.0,1
2023-04-01,マルハン川越店,4757.976510067114,93.95973154362416,298,埼玉県,117.0,200.0,1
2023-04-01,マルハン平塚店,6013.672199170124,161.82572614107883,241,神奈川県,85.0,374.0,1
2023-04-01,マルハン所沢店,2929.582608695652,245.65217391304347,230,埼玉県,52.0,76.0,1
2023-04-01,マルハン橋本台店,5232.839285714285,147.5,280,神奈川県,91.0,370.0,1
2023-04-01,マルハン相模原店,5492.661184210527,93.75,304,神奈川県,71.0,251.0,1
2023-04-01,マルハン都筑店,4630.946927374302,-178.2122905027933,358,神奈川県,85.0,255.0,1
2023-04-01,マルハン黒磯店,4060.50625,305.0,160,栃木県,15.0,10.0,1
2023-04-01,北上尾UNO,1637.6808510638298,17.45744680851064,188,埼玉県,12.0,41.0,1
2023-04-01,第一プラザみずほ台店,4479.494680851064,-168.00531914893617,188,埼玉県,40.0,182.0,1
2023-04-02,せんげん台DUO,3589.023923444976,49.0622009569378,209,埼玉県,33.0,112.0,1
2023-04-02,アサヒ2鹿島田店,6625.071428571428,311.4714285714286,70,神奈川県,17.0,151.0,1
2023-04-02,エクスアリーナ東京,4626.95625,23.489583333333332,480,東京都,106.0,366.0,1
2023-04-02,オータ川島店,3367.8349514563106,-84.6504854368932,206,埼玉県,28.0,112.0,1
2023-04-02,グランドオータ瀬谷店,3754.024630541872,,406,神奈川県,30.0,125.0,1
2023-04-02,サンパレス環七大杉店,4212.919708029197,122.95985401459853,274,東京都,40.0,172.0,1
2023-04-02,パラッツォ川越店,4186.065625,-5.65,320,埼玉県,121.0,230.0,1
2023-04-02,パールショップともえセンター南店,3589.491603053435,-127.62595419847328,655,神奈川県,68.0,336.0,1
2023-04-02,ビックマーチ真岡店,2417.6450216450216,-27.19047619047619,231,栃木県,19.0,18.0,1
2023-04-02,マルハン伊勢崎店,3827.397590361446,-276.50602409638554,332,群馬県,70.0,82.0,1
2023-04-02,マルハン厚木店,4422.397379912663,-59.38864628820961,229,神奈川県,0.0,191.0,1
2023-04-03,KING,2094.0898203592815,-38.041916167664674,334,,,,0
2023-04-03,MGM小山本郷店,2262.956268221574,74.58892128279884,343,栃木県,17.0,42.0,0
2023-04-03,ZAP,2583.24358974359,-114.5576923076923,156,,,,0
2023-04-03,アビバ関内,3446.0345911949685,65.71383647798743,318,神奈川県,76.0,232.0,0
2023-04-03,アムディ野田,1271.4666666666667,-7.833333333333333,240,千葉県,22.0,50.0,0
2023-04-03,ビックマーチ高崎おおやぎ店,2944.5968992248063,-77.25581395348837,258,群馬県,41.0,33.0,0
2023-04-03,ピーアーク竹ノ塚スタジオ,3120.5746268656717,149.76865671641792,268,東京都,22.0,145.0,0
2023-04-03,マルハンメガシティ横浜町田,3655.2886029411766,-72.61029411764706,544,神奈川県,40.0,190.0,0
2023-04-04,ZAP,3035.480769230769,-9.596153846153847,156,,,,0
2023-04-04,クリエ十日市場店,1866.3277777777778,-214.28333333333333,360,神奈川県,18.0,38.0,0
2023-04-04,グランキコーナ相模原店,6019.388026607538,-173.59423503325942,451,神奈川県,69.0,551.0,0
2023-04-04,パラッツォ川越店,2569.5625,-140.59375,320,埼玉県,14.0,80.0,0
2023-04-04,マルハン川崎桜本店,3771.2075,-370.75,400,神奈川県,40.0,47.0,0
2023-04-04,マルハン橋本台店,4676.535714285715,-22.5,280,神奈川県,45.0,152.0,0
2023-04-04,マルハン相模原店,3642.3848684210525,100.98684210526316,608,神奈川県,22.0,57.0,0
2023-04-04,マルハン相模原店,3642.3848684210525,100.98684210526316,608,神奈川県,32.0,45.0,0
2023-04-04,ライブガーデン幸手権現堂,2675.175,-128.95,280,埼玉県,28.0,57.0,0
2023-04-04,出玉王田無店,4321.676666666666,147.68,300,東京都,12.0,321.0,0
2023-04-05,パラッツォ蕨店,2728.7694915254237,-199.98305084745763,295,埼玉県,54.0,115.0,0
2023-04-05,ピーアークおゆみ野,3474.71978021978,-48.03846153846154,182,千葉県,24.0,54.0,0
2023-04-05,ライブガーデン栃木本店,5346.0794223826715,187.83393501805054,277,栃木県,26.0,187.0,0
2023-04-05,リッチランド,1439.2935153583617,72.08532423208192,293,神奈川県,14.0,18.0,0
2023-04-05,楽園川崎店,3060.104408352668,-189.4338747099768,431,神奈川県,30.0,56.0,0
2023-04-05,楽園溝の口店,3275.151515151515,-98.83712121212122,264,神奈川県,3.0,29.0,0
2023-04-06,MGM小山本郷店,4995.438202247191,297.27247191011236,356,栃木県,70.0,300.0,0
2023-04-06,ジャムフレンドクラブ朝霞店,5333.100840336135,762.5126050420168,238,埼玉県,75.0,464.0,0
2023-04-06,ニュークラウン川越2号店,3471.3715846994537,53.4207650273224,183,埼玉県,20.0,46.0,0
2023-04-06,パールショップともえ八日市場店,3227.732258064516,305.6774193548387,310,千葉県,30.0,77.0,0
2023-04-06,パールショップともえ富里802,4522.167701863354,-63.8944099378882,322,千葉県,73.0,232.0,0
2023-04-06,ミリオン習志野店,2328.6,-221.875,160,千葉県,23.0,29.0,0
2023-04-06,楽園川崎店,2971.856148491879,-135.11136890951275,431,神奈川県,20.0,67.0,0
2023-04-07,PIA上野,4892.796078431373,292.10196078431375,255,東京都,63.0,410.0,0
2023-04-07,SuperBOSS,2423.65625,154.328125,256,栃木県,20.0,26.0,0
2023-04-07,グランキコーナ相模原店,4862.2771618625275,-109.05321507760532,902,神奈川県,39.0,213.0,0
2023-04-07,グランキコーナ相模原店,4862.2771618625275,-109.05321507760532,902,神奈川県,39.0,213.0,0
2023-04-07,ジアス上大岡,3893.1803921568626,-305.55686274509804,255,神奈川県,28.0,59.0,0
2023-04-07,ジュラク王子店,2733.963157894737,-72.72368421052632,380,東京都,23.0,80.0,0
2023-04-07,パールショップともえセンター南店,3557.850381679389,-98.87786259541984,655,神奈川県,68.0,352.0,0
2023-04-07,パールショップともえ松戸店,1505.6705607476636,-27.257009345794394,428,千葉県,12.0,28.0,0
2023-04-07,マルハン深谷店,3038.7166666666667,76.66666666666667,180,埼玉県,35.0,82.0,0
2023-04-07,ライブガーデン鹿沼グランドシティ,3295.1946902654868,-97.07374631268436,339,栃木県,38.0,99.0,0
2023-04-07,楽園南越谷店,2638.737113402062,-218.5257731958763,582,埼玉県,30.0,114.0,0
2023-04-07,王子龍龍,1908.3509316770187,138.27950310559007,322,東京都,6.0,43.0,0
2023-04-08,Dステーション坂戸店,3903.288961038961,-434.0,308,埼玉県,43.0,83.0,1
2023-04-08,Dステーション沼田総本店,3400.2546296296296,-98.69444444444444,216,群馬県,144.0,46.0,1
2023-04-08,Dステーション渋川インター店,3241.7668161434976,9.609865470852018,223,群馬県,54.0,49.0,1
2023-04-08,Dステーション館林店,3656.9155405405404,40.138513513513516,296,群馬県,109.0,80.0,1
2023-04-08,SuperBOSS,3821.4375,-128.19921875,256,栃木県,44.0,48.0,1
2023-04-08,WonderBOSS,4054.521739130435,295.26630434782606,184,栃木県,50.0,11.0,1
2023-04-08,ZAP,5051.717948717948,-177.55128205128204,156,,,,1
2023-04-08,アスカ狭山店,3417.7587719298244,1.530701754385965,228,埼玉県,40.0,109.0,1
2023-04-08,エクスアリーナ東京,4924.95,-142.37291666666667,480,東京都,146.0,410.0,1
2023-04-08,クリエ十日市場店,2506.3527777777776,-244.74722222222223,360,神奈川県,35.0,41.0,1
2023-04-08,スーパーDステーションガーデン前橋店,4016.7877813504824,-254.99678456591639,311,群馬県,161.0,77.0,1
2023-04-08,スーパーDステーション上里店,2955.625468164794,-123.37453183520599,267,埼玉県,99.0,45.0,1
2023-04-08,スーパーDステーション前橋大利根店,5119.5282485875705,200.66666666666666,354,群馬県,45.0,153.0,1
2023-04-08,スーパーDステーション太田店,5355.974074074074,-308.6592592592593,270,群馬県,26.0,167.0,1
2023-04-08,スーパーDステーション鴻巣店,3939.2672413793102,-182.1206896551724,348,埼玉県,52.0,133.0,1
2023-04-08,チャレンジャー野津田店,3235.3323529411764,46.42941176470588,340,東京都,174.0,45.0,1
2023-04-08,チャンピオン田名店,2954.9761904761904,-119.68452380952381,168,神奈川県,22.0,36.0,1
2023-04-08,パラッツォ葛西店,4071.24,-356.46666666666664,300,東京都,73.0,66.0,1
2023-04-08,パールショップともえ川越店,3467.8258575197888,-146.79419525065964,379,埼玉県,60.0,144.0,1
2023-04-08,マルハン入間店,4093.6222222222223,151.11111111111111,270,埼玉県,88.0,135.0,1
2023-04-08,マルハン大山店,3479.0087719298244,125.87719298245614,228,東京都,27.0,87.0,1
2023-04-08,マルハン川口店,4272.976027397261,-9.246575342465754,292,埼玉県,18.0,154.0,1
2023-04-08,マルハン川越店,4697.963087248322,-76.51006711409396,298,埼玉県,110.0,167.0,1
2023-04-08,マルハン平塚店,4044.136929460581,-256.01659751037346,241,神奈川県,57.0,87.0,1
2023-04-08,マルハン所沢店,3122.891304347826,-66.08695652173913,230,埼玉県,68.0,75.0,1
2023-04-08,マルハン相模原店,4947.226973684211,272.36842105263156,304,神奈川県,47.0,147.0,1
2023-04-08,マルハン綾瀬上土棚店,3770.900900900901,271.1711711711712,222,神奈川県,28.0,74.0,1
2023-04-08,マルハン鶴見店,5642.350961538462,-182.21153846153845,416,神奈川県,137.0,331.0,1
